Country Name,Country Code,Year,GDP per Capita,GDP,GNI,GNI per Capita,Foreign Investment,GINI Index,Unemployment Rate,Labor Force participation rate
Cyprus,CYP,2008,35397.296875,27844646257.507,27388166105.1706,31970.0,12297296307.4339,31.7,3.756,63.678
Cyprus,CYP,2009,32236.44921875,26048179949.1741,25975726611.6007,32820.0,64632059145.0638,32.1,5.594,63.701
Cyprus,CYP,2010,31105.02734375,25799940077.6075,25431296723.2262,32170.0,31031904287.2207,31.5,6.359,64.19
Cyprus,CYP,2011,32485.796875,27641547909.7011,28366739790.7056,32680.0,40445860585.0788,32.6,7.942,63.828
Cyprus,CYP,2012,28991.935546875,25047436974.6819,24872764788.5623,29760.0,69972767553.5803,34.3,12.097,64.036
Cyprus,CYP,2013,27797.45703125,23959712860.8331,23645299457.4637,27860.0,25966316070.5419,37.0,16.131,64.036
Cyprus,CYP,2014,27244.3515625,23225918259.9824,22592071770.9452,26590.0,51738978689.3285,35.6,16.277,64.633
Cyprus,CYP,2015,23487.228515625,19909278416.8575,19774901919.0144,26090.0,28960532080.4595,34.0,15.026,64.16
Cyprus,CYP,2016,24715.154296875,21046462280.5979,20211956551.818,24840.0,8508203489.4198,32.9,13.006,63.762
Cyprus,CYP,2017,26696.990234375,22946570628.7576,22248590723.5152,25020.0,14406568776.0425,31.4,11.155,64.377
Cyprus,CYP,2018,29599.986328125,25754001367.5448,24823400132.0307,27570.0,-1110259659.48526,32.7,8.504,65.38
Cyprus,CYP,2019,29703.052734375,26196667099.5303,24793491597.2219,28840.0,52834747335.586,31.2,7.155,66.113
Cyprus,CYP,2020,28649.015625,25555093854.2968,23839852610.9473,27280.0,-26023544826.6398,31.7,7.755,65.734
Cyprus,CYP,2021,33734.29296875,30372874319.6285,27682692012.0072,30270.0,7723854390.05685,31.3,7.513,66.476
Cyprus,CYP,2022,33938.9453125,30976176886.8521,28521267364.7675,33070.0,480194908.40874,,6.806,67.624
Cyprus,CYP,2023,36551.41796875,33886930712.3394,30644231434.6265,32960.0,-8942336964.35326,,6.098,67.898
Czechia,CZE,2000,6062.92152842793,62175642238.0847,60625668795.585,6340.0,4987079129.26384,,8.764,60.415
Czechia,CZE,2001,6669.07494847497,68135304463.9641,65898379680.1426,6350.0,5640707235.87483,,8.128,60.01
Czechia,CZE,2002,8101.26018588111,82607869609.574,79239888083.1801,6640.0,8496609035.7758,26.6,7.28,59.813
Czechia,CZE,2003,9852.45677945801,100435924704.881,96725406785.0686,8100.0,2021275745.955,,7.777,59.498
Czechia,CZE,2004,11782.5546676117,120147899983.657,114139370734.403,10250.0,6423465150.75736,27.5,8.298,59.229
Czechia,CZE,2005,13442.4916284309,137264185596.1,130807057527.111,12470.0,13730164683.4592,26.9,7.927,59.42
Czechia,CZE,2006,15259.0788162004,156236258386.589,146538883676.468,14000.0,7132002407.70599,26.7,7.141,59.273
Czechia,CZE,2007,18452.6532812196,190040702286.917,177936058973.967,15850.0,13815656003.7033,26.0,5.316,58.775
Czechia,CZE,2008,22774.7045076205,236506264753.95,222389334395.52,18500.0,8815393022.10815,26.3,4.392,58.409
Czechia,CZE,2009,19817.4215836554,206971882704.716,193114095367.99,18830.0,5271613701.7927,26.2,6.662,58.554
Czechia,CZE,2010,20160.4355077059,211168667286.27,193418140405.535,19280.0,10167834374.8186,26.6,7.281,58.343
Czechia,CZE,2011,22049.1080788682,231429378717.312,211036199499.884,19420.0,4188736491.29368,26.4,6.712,58.265
Czechia,CZE,2012,20014.0354015165,210363223087.728,195428016856.085,19470.0,9433199804.77647,26.1,6.979,58.641
Czechia,CZE,2013,20260.4954999375,213024360541.119,198239568740.499,19430.0,7357578652.57,26.5,6.953,59.255
Czechia,CZE,2014,20038.4163180257,210911285077.683,194987353968.445,18890.0,8088661929.8803,25.9,6.108,59.27
Czechia,CZE,2015,17931.5987670768,189107698561.919,175136907363.179,18330.0,1699914616.60242,25.9,5.048,59.372
Czechia,CZE,2016,18753.9686718096,198160659303.939,183030984148.2,17620.0,10850612308.2062,25.4,3.952,59.821
Czechia,CZE,2017,20913.197632212,221563575696.217,206250524034.28,18240.0,11234740946.0941,24.9,2.893,60.073
Czechia,CZE,2018,23705.9329811299,251992360762.236,235330815043.776,20500.0,8324668391.46793,25.0,2.246,60.373
Czechia,CZE,2019,24062.7190013343,256794209028.77,237284304854.517,22100.0,10752120870.768,25.3,2.015,60.118
Czechia,CZE,2020,23472.8915454417,251109660602.536,233709848019.733,21770.0,8515481807.56744,26.2,2.55,59.46
Czechia,CZE,2021,27696.4619527544,290972714482.313,270290707240.003,24400.0,12890950336.4655,26.2,2.803,59.45
Czechia,CZE,2022,28282.2236715857,301831228325.556,277349488376.076,26060.0,9143600294.9133,,2.224,59.865
Czechia,CZE,2023,31591.1770732969,343207874553.734,317869839762.542,27370.0,8225354599.29861,,2.579,60.43
Denmark,DNK,2000,30722.0251837567,164043817223.59,160307060409.991,32560.0,36013297907.195,23.8,4.476,65.757
Denmark,DNK,2001,30768.4775471112,164881594415.341,162450978036.238,31430.0,9286404805.96887,,4.164,65.421
Denmark,DNK,2002,33257.1622586509,178788209558.311,176565417305.281,30870.0,4430703178.95052,,4.274,65.984
Denmark,DNK,2003,40519.0974905924,218421193436.252,216468873810.283,34800.0,1184825159.91313,25.6,5.398,65.768
Denmark,DNK,2004,46625.050098011,251986155630.852,252295071022.016,42740.0,-8804165491.1002,24.9,5.204,66.137
Denmark,DNK,2005,48925.8076698784,265150087711.985,267281762243.826,49750.0,12847031342.3671,25.2,4.83,65.933
Denmark,DNK,2006,52119.1787984282,283386151543.687,286812403309.343,53630.0,2385249288.38419,25.9,3.897,66.341
Denmark,DNK,2007,58631.6566433635,320213157595.018,321794551499.899,55870.0,11809448518.2128,26.2,3.801,65.886
Denmark,DNK,2008,64616.6657583663,354979471960.142,358920185951.629,60620.0,2191215665.76653,25.2,3.683,65.208
Denmark,DNK,2009,58412.7472358513,322619152194.594,325821783655.729,60300.0,3771059440.08035,26.7,6.409,64.507
Denmark,DNK,2010,58104.5445594981,322345594075.47,327612451825.411,61290.0,-11767861925.0632,27.2,7.746,63.604
Denmark,DNK,2011,61809.737898222,344315595263.175,351569643417.089,62050.0,13558894634.3461,27.3,7.769,63.167
Denmark,DNK,2012,58443.7747103968,326792574244.963,334180090640.392,61570.0,-16349825685.2634,27.8,7.798,62.418
Denmark,DNK,2013,61377.5940590412,344631016965.12,355510183830.163,63400.0,680338945.938662,28.5,7.384,61.49
Denmark,DNK,2014,62520.4509747011,352832602064.452,365645289652.797,63650.0,6577348986.65252,28.4,6.925,61.336
Denmark,DNK,2015,53094.0133607574,301758922337.637,311066436036.952,60350.0,1842994663.46023,28.2,6.278,61.413
Denmark,DNK,2016,54500.9260410217,312181849372.233,320020671940.78,57830.0,7804020827.15213,28.2,5.989,61.744
Denmark,DNK,2017,57521.5514992225,331610593961.988,338899001120.246,56600.0,3607276299.51791,28.7,5.833,61.827
Denmark,DNK,2018,61324.7665045565,355293374912.393,365236933204.871,61090.0,8764023726.34583,28.2,5.131,61.906
Denmark,DNK,2019,59404.2663247723,345401473012.615,355443582780.668,63020.0,-3801733788.9774,27.7,5.018,62.445
Denmark,DNK,2020,60985.4885601514,355631021931.621,367136215276.414,62710.0,1294050740.46455,27.5,5.637,62.125
Denmark,DNK,2021,69727.9873677012,408378204639.999,424501033300.764,70310.0,16997286703.2256,28.3,5.043,62.716
Denmark,DNK,2022,68091.3191138669,401945576107.963,414709867315.259,73320.0,30820919526.0381,,4.434,63.504
Denmark,DNK,2023,68453.8769281145,407091920305.404,418673805445.712,73340.0,4576876842.84454,,5.094,63.752
Estonia,EST,2000,4070.60902410208,5686579747.53524,5472116465.49341,4170.0,416214286.787887,,13.36,58.906
Estonia,EST,2001,4502.66614992392,6250218422.70164,5947902604.95927,4310.0,592889580.182473,,13.134,57.99
Estonia,EST,2002,5343.18310760735,7370119619.4782,6978783083.73363,4620.0,338234260.376913,,10.026,56.958
Estonia,EST,2003,7205.40703313243,9876595528.45528,9301313233.96567,5730.0,1038244664.19461,37.2,11.288,58.75
Estonia,EST,2004,8916.0728274602,12148595031.0559,11465094409.9379,7500.0,1086893435.16594,33.6,10.248,58.928
Estonia,EST,2005,10414.6381183565,14109491356.7964,13457655764.2084,9730.0,3057558404.59854,33.4,8.033,58.608
Estonia,EST,2006,12641.4800976473,17025671810.3124,16082181658.5121,11500.0,1758167635.56107,33.7,5.915,60.497
Estonia,EST,2007,16745.4308011148,22450264166.4385,20706693128.9351,13430.0,3033145919.8766,31.2,4.592,60.514
Estonia,EST,2008,18205.9064113446,24342935403.5447,23069137249.1578,15190.0,1977264596.96392,31.9,5.455,61.157
Estonia,EST,2009,14712.4494217916,19633984440.1223,19034731869.9639,14570.0,1866296946.5753,31.4,13.548,60.759
Estonia,EST,2010,14663.7041018705,19524355419.038,18473734528.309,14580.0,2592255114.54213,32.0,16.707,60.508
Estonia,EST,2011,17555.5455239426,23303915794.7569,22028387855.0584,15830.0,1119148299.05953,32.5,12.328,61.255
Estonia,EST,2012,17568.2137969714,23237406116.3988,22063932819.8438,16740.0,1787341526.52249,32.9,10.021,61.256
Estonia,EST,2013,19310.3874900757,25451032780.7573,24507230930.4314,18120.0,1097942106.98721,35.1,8.631,61.272
Estonia,EST,2014,20581.7898991695,27055689003.0038,25876006876.5489,18880.0,1781648554.48117,34.6,7.352,61.08
Estonia,EST,2015,17722.1557669523,23311847750.9394,22387751107.0312,18540.0,-715465129.889722,32.7,6.412,61.817
Estonia,EST,2016,18666.3736521706,24561027787.7896,23537298481.751,18240.0,925762256.709316,31.2,6.882,62.639
Estonia,EST,2017,20851.5223496861,27469461919.1189,26262150181.8824,18730.0,1735775304.25103,30.4,5.807,63.244
Estonia,EST,2018,23618.1361254581,31222632740.7247,29976050226.9019,21160.0,1273932848.01576,30.3,5.412,63.498
Estonia,EST,2019,24021.2501413306,31873748770.0313,30681549837.647,23060.0,3113489502.24595,30.8,4.514,63.161
Estonia,EST,2020,23933.9939421065,31820771493.8974,30896975845.1363,23230.0,3823194189.12658,30.7,6.956,63.039
Estonia,EST,2021,27953.7670230126,37204563051.4723,36275709776.356,26260.0,7554905496.43776,31.8,6.178,63.186
Estonia,EST,2022,28451.1477825175,38376046174.971,36987912194.9418,27290.0,1877817161.42292,,5.571,65.113
Estonia,EST,2023,30133.304450454,41291245222.1948,40050178864.9176,27620.0,5350805151.56147,,6.378,65.604
Finland,FIN,2000,24335.9225082659,125967821110.589,125234472746.667,26480.0,13502068644.6076,27.2,11.134,61.407
Finland,FIN,2001,24965.202996776,129519672868.898,129485638946.851,25850.0,3224710299.84937,,10.29,61.919
Finland,FIN,2002,26989.389260959,140360963811.765,140829968379.608,25620.0,8094575465.08978,,10.423,62.141
Finland,FIN,2003,32920.0857192568,171612867735.686,170641200958.823,28800.0,5965369887.32256,27.7,10.469,62.136
Finland,FIN,2004,37768.1334202029,197458297639.769,198868882866.796,35380.0,6777097341.61981,27.9,10.358,61.844
Finland,FIN,2005,39049.8703780223,204859368790.661,205740184703.502,40230.0,10867806670.7033,27.6,9.602,62.21
Finland,FIN,2006,41214.0187765069,217044068234.117,219064326741.176,42840.0,4639183791.01376,28.0,8.935,62.276
Finland,FIN,2007,48473.0240091455,256360251537.648,257127719239.609,46190.0,21980490453.9879,28.3,6.854,61.122
Finland,FIN,2008,53769.4726240385,285698662071.094,286195777419.531,50160.0,19406654259.4436,27.8,6.369,61.426
Finland,FIN,2009,47478.3495310999,253480783439.453,256645544754.687,48950.0,-8826315342.10639,27.5,8.249,60.385
Finland,FIN,2010,46506.2919016566,249429613683.334,252651105183.334,49740.0,12221047445.4544,27.7,8.394,59.714
Finland,FIN,2011,51060.3242589767,275126915515.565,276659458249.028,50260.0,-6008929965.54386,27.6,7.781,59.82
Finland,FIN,2012,47551.6740841369,257443384492.969,259497761579.297,48990.0,4930356141.26224,27.1,7.689,59.588
Finland,FIN,2013,49691.0145200739,270268036626.275,272476696925.491,49510.0,-4959133088.96143,27.2,8.193,59.112
Finland,FIN,2014,50073.7760815871,273478528954.901,277614151896.47,49410.0,17544672687.0996,26.8,8.663,58.738
Finland,FIN,2015,42560.3456767103,233210733506.25,236841059684.375,47170.0,17579437753.2438,27.1,9.376,58.762
Finland,FIN,2016,43451.2562442158,238777818792.608,241867185380.545,45540.0,5228087258.97727,27.1,8.818,58.545
Finland,FIN,2017,46085.0174739036,253846138440.0,255775633889.412,44840.0,16909619226.7668,27.4,8.64,58.667
Finland,FIN,2018,49654.2497035329,273869255596.078,276815737098.039,48220.0,-10529085853.8372,27.3,7.361,59.309
Finland,FIN,2019,48358.1807773701,267014821129.411,269899706941.176,49950.0,16280099519.3449,27.7,6.695,59.184
Finland,FIN,2020,48828.6846862799,270000311606.226,276322367069.261,50030.0,-2535610877.45159,27.1,7.759,58.849
Finland,FIN,2021,53099.1351400148,294223210496.119,301103210879.84,53200.0,23579233204.9063,27.7,7.617,59.768
Finland,FIN,2022,50438.4753952355,280241515774.32,284510574953.308,54710.0,13095645412.5947,,6.719,60.422
Finland,FIN,2023,52925.6897638424,295532341254.907,297129375017.652,53230.0,-260116463.672399,,7.151,60.275
France,FRA,2000,22340.5939516217,1360959069477.49,1387213402712.16,25010.0,41389082664.7628,32.6,10.218,55.303
France,FRA,2001,22331.7948343036,1370376677298.86,1402495832979.14,23900.0,50142053918.8909,32.5,8.61,55.122
France,FRA,2002,24144.5727019529,1492427756382.43,1517047281243.53,23160.0,51550483853.8509,31.8,8.702,55.399
France,FRA,2003,29479.5222101175,1835095983049.09,1869026496404.31,26010.0,42350800678.3509,31.4,8.306,56.003
France,FRA,2004,33644.9282220364,2109792297237.03,2148978081185.33,31460.0,35608535812.8719,30.6,8.914,55.85
France,FRA,2005,34696.3718316971,2192146403028.17,2234564034091.83,35920.0,85137061931.2536,29.8,8.882,55.989
France,FRA,2006,36431.5658906555,2317861544690.82,2366964499002.35,37920.0,78957053786.1349,29.7,8.832,55.916
France,FRA,2007,41486.1907828787,2655816911866.56,2713440990838.05,40230.0,83777598395.4499,32.4,8.008,56.064
France,FRA,2008,45464.8181385158,2926802941585.86,2994136038927.34,43590.0,67997446904.9733,33.0,7.386,56.132
France,FRA,2009,41728.0884164132,2700075882518.98,2763004002090.23,44070.0,18422928061.9131,32.7,9.122,56.31
France,FRA,2010,40694.8211697025,2646230027988.34,2706418757800.01,43960.0,38889439213.3126,33.7,9.279,56.216
France,FRA,2011,43929.7840873812,2870408553990.28,2941328117344.36,44470.0,44205811126.5792,33.3,9.228,56.02
France,FRA,2012,40863.5814412333,2683007095787.23,2742349300400.39,43450.0,32944663317.8722,33.1,9.841,56.226
France,FRA,2013,42669.1795111893,2816077607875.26,2874861573220.79,43820.0,33461592993.8228,32.5,9.913,56.27
France,FRA,2014,43148.0459288416,2861236112552.42,2917864654134.5,43350.0,5063648998.48312,32.3,10.273,55.764
France,FRA,2015,36702.4323733379,2442483452642.5,2491864986670.7,41130.0,43133325471.3567,32.7,10.354,55.621
France,FRA,2016,37024.2157133669,2470407619777.13,2525276585700.01,39100.0,35623357280.0881,31.9,10.057,55.399
France,FRA,2017,38687.1626407164,2588868323334.71,2653805221561.18,38300.0,43733253503.8812,31.6,9.409,55.258
France,FRA,2018,41418.1766484844,2781576320884.39,2855661376338.82,41130.0,77493098693.2378,32.4,9.018,55.3
France,FRA,2019,40408.2848574751,2722793515171.76,2787416524619.6,42470.0,53499337503.7413,31.2,8.415,54.939
France,FRA,2020,39169.8606000707,2647926055110.05,2667982790343.98,39200.0,19368829836.4654,30.7,8.009,54.271
France,FRA,2021,43725.0999521245,2966433692008.09,3024516531073.59,43800.0,98012545019.1631,31.5,7.874,55.54
France,FRA,2022,41082.8119320747,2796302210398.84,2828314888998.07,45180.0,109574904464.643,,7.308,55.846
France,FRA,2023,44690.9345395117,3051831611384.76,3091101307415.06,45180.0,8803377981.64788,,7.335,55.642
Georgia,GEO,2000,749.908534993961,3057475335.18846,3094875335.18846,790.0,131466678.34,40.5,10.82,64.1
Georgia,GEO,2001,801.98383707929,3219462262.0075,3239462097.99534,780.0,109871635.49,39.6,11.16,66.21
Georgia,GEO,2002,853.526171868939,3395766677.67315,3406166805.19658,840.0,160398660.46,37.2,12.59,64.95
Georgia,GEO,2003,1010.03151630868,3991377904.13162,4000877682.75348,990.0,334891041.62,36.7,11.51,66.02
Georgia,GEO,2004,1305.04748557208,5125365191.98664,5199165171.11853,1210.0,492732940.01,36.2,12.62,64.77
Georgia,GEO,2005,1642.78359414797,6410912049.87105,6471712910.47761,1520.0,453107292.01,37.4,13.81,64.05
Georgia,GEO,2006,1996.02013272284,7745250733.95067,7906347725.5252,1910.0,1171394522.25,36.9,13.57,62.2
Georgia,GEO,2007,2635.36650276116,10172931088.5655,10208931260.9698,2380.0,1892093991.1,38.1,13.28,63.3
Georgia,GEO,2008,3324.7537205015,12795145130.9103,12735844839.5215,2820.0,1602232455.97,38.5,17.87,63.49
Georgia,GEO,2009,2822.68939668797,10766920065.8251,10723319726.5229,2950.0,660800885.27,38.2,20.71,64.588
Georgia,GEO,2010,3281.72930937343,12426907967.1578,12209869879.0692,3220.0,920915812.73,39.5,20.203,65.494
Georgia,GEO,2011,4119.66818307193,15475290469.2869,15049331839.1101,3580.0,1170087549.5,39.6,19.632,66.218
Georgia,GEO,2012,4530.69533409431,16894392033.2256,16722078802.949,4250.0,968196197.63,39.0,19.653,67.554
Georgia,GEO,2013,4712.00229382665,17517660143.6859,17200885802.7475,4680.0,1046562195.15,38.6,19.416,67.152
Georgia,GEO,2014,4830.33486170249,17966015109.3043,17737747151.643,4850.0,1836879042.83,37.6,17.439,67.697
Georgia,GEO,2015,4086.6223465965,15223796148.8396,14880351881.7349,4500.0,1735307118.63,36.5,16.506,68.781
Georgia,GEO,2016,4143.40125686315,15444548901.9637,14744998637.3575,4180.0,1659824033.37,36.6,16.604,68.425
Georgia,GEO,2017,4418.75206546679,16473125375.0684,15681941286.4977,4130.0,1930381394.76,37.9,13.939,66.216
Georgia,GEO,2018,4804.0546040444,17902544880.6471,17228317459.0649,4580.0,1304024907.7,36.4,12.667,63.934
Georgia,GEO,2019,4741.2832715876,17638337116.9126,16841958711.6913,4780.0,1397879177.29,35.9,11.565,62.928
Georgia,GEO,2020,4300.85701291207,16010869215.68,15254265041.6439,4330.0,544109653.92,34.5,11.73,63.399
Georgia,GEO,2021,5083.60695484577,18853115588.8106,17678574249.4334,4760.0,1271256433.53,34.2,11.791,60.708
Georgia,GEO,2022,6729.84659930283,24984568959.605,23246873362.5952,5690.0,2286908991.66,33.5,11.647,63.026
Georgia,GEO,2023,8283.66960242964,30777833585.4441,28388158127.4093,6710.0,2085707951.1,,11.537,63.081
Germany,DEU,2000,23925.8559901991,1966980701145.1,1937024251730.2,26130.0,248007397121.859,28.9,7.917,57.989
Germany,DEU,2001,23878.3641471651,1966381496641.73,1932123667212.6,24740.0,56948542386.9091,29.9,7.773,57.899
Germany,DEU,2002,25486.5942008748,2102350798305.89,2056434683769.81,23650.0,51268214890.6254,29.8,8.482,57.79
Germany,DEU,2003,30711.1022511331,2534715518349.01,2476230001432.94,26130.0,65401516009.2493,29.8,9.779,57.846
Germany,DEU,2004,34566.7359143735,2852317768061.78,2831354282320.08,31660.0,-20408419557.1429,30.2,10.727,57.458
Germany,DEU,2005,35084.4363546269,2893393187361.87,2870368808691.05,35730.0,59835195025.1917,31.7,11.193,58.332
Germany,DEU,2006,36980.3349948954,3046308753670.58,3045353242965.88,38240.0,87444159239.0628,31.0,10.277,58.997
Germany,DEU,2007,42350.9217211489,3484056680854.91,3475319883354.91,40450.0,50847183837.0148,31.2,8.732,59.065
Germany,DEU,2008,46386.3295924799,3808786022312.5,3780819607074.22,43630.0,30954735498.025,30.8,7.508,59.087
Germany,DEU,2009,42487.2137101496,3479800820863.28,3488175094524.22,43610.0,56701916794.97,30.5,7.88,59.211
Germany,DEU,2010,42409.9356994694,3468154343000.01,3467862685333.34,44650.0,86037502102.1644,30.2,7.043,59.312
Germany,DEU,2011,47646.582043143,3824828563521.41,3845325104620.63,47270.0,97535403952.5493,30.6,5.967,59.853
Germany,DEU,2012,44735.5882319701,3597896500945.31,3611772218601.56,46560.0,65443087632.2705,31.1,5.372,59.958
Germany,DEU,2013,47220.0102098851,3808086291482.36,3820263805783.93,47220.0,67199694458.9368,31.5,5.316,60.279
Germany,DEU,2014,48971.0824722599,3965800686309.79,3967012279025.08,47630.0,17356720097.6155,30.8,4.979,60.378
Germany,DEU,2015,41911.0109851054,3423568450957.03,3434101056827.73,45830.0,62418993509.249,31.7,4.612,60.22
Germany,DEU,2016,42961.0356905775,3537784107980.55,3555930677612.46,44330.0,58132711370.7803,31.4,4.104,60.411
Germany,DEU,2017,45526.5999576533,3763092263752.95,3778789183700.01,43780.0,108786501529.106,31.3,3.781,60.659
Germany,DEU,2018,48874.8595028454,4052008447223.53,4108434453701.96,47540.0,162250938125.842,31.9,3.384,60.859
Germany,DEU,2019,47623.8656074829,3957208055215.68,4034728306596.07,49470.0,75463438450.8917,31.8,3.163,61.307
Germany,DEU,2020,47379.765194548,3940142541354.1,3998734917350.98,48020.0,176781024357.228,32.4,3.881,60.478
Germany,DEU,2021,52265.6541620571,4348297440387.53,4443312883197.6,52140.0,102148693815.945,,3.594,60.395
Germany,DEU,2022,49686.1154582583,4163596357879.39,4241258694941.65,53800.0,62728998895.9956,,3.12,60.929
Germany,DEU,2023,54343.2265084958,4525703903627.53,4636236589068.71,54800.0,19515498091.7767,,3.068,61.117
Gibraltar,GIB,2000,,,,,,,,
Gibraltar,GIB,2001,,,,,,,,
Gibraltar,GIB,2002,,,,,,,,
Gibraltar,GIB,2003,,,,,,,,
Gibraltar,GIB,2004,,,,,,,,
Gibraltar,GIB,2005,,,,,,,,
Gibraltar,GIB,2006,,,,,,,,
Gibraltar,GIB,2007,,,,,,,,
Gibraltar,GIB,2008,,,,,,,,
Gibraltar,GIB,2009,,,,,,,,
Gibraltar,GIB,2010,,,,,,,,
Gibraltar,GIB,2011,,,,,,,,
Gibraltar,GIB,2012,,,,,,,,
Gibraltar,GIB,2013,,,,,,,,
Gibraltar,GIB,2014,,,,,,,,
Gibraltar,GIB,2015,,,,,,,,
Gibraltar,GIB,2016,,,,,,,,
Gibraltar,GIB,2017,,,,,,,,
Gibraltar,GIB,2018,,,,,,,,
Gibraltar,GIB,2019,,,,,,,,
Gibraltar,GIB,2020,,,,,,,,
Gibraltar,GIB,2021,,,,,,,,
Gibraltar,GIB,2022,,,,,,,,
Gibraltar,GIB,2023,,,,,,,,
Greece,GRC,2000,11638.2010697215,125760166224.805,131351664012.086,13350.0,-8195469.28845516,34.2,11.345,51.442
Greece,GRC,2001,12156.9572824221,132050474720.03,137351143233.857,13080.0,2001266.56220201,,10.764,50.72
Greece,GRC,2002,13782.195640943,150253800085.865,154530718624.23,13220.0,34180546.5370639,,10.346,51.014
Greece,GRC,2003,18020.612039764,196930509813.384,201792924566.305,15750.0,1408086698.62351,32.8,9.839,51.404
Greece,GRC,2004,21449.2552764245,234979615898.225,238139030869.388,19650.0,2147927926.7584,33.6,10.628,52.032
Greece,GRC,2005,22054.1315756886,242315668619.405,248266769701.463,22850.0,688484256.649083,34.6,10.074,52.161
Greece,GRC,2006,24416.0232970275,269073415333.676,268470249515.23,24620.0,5411403362.23117,35.1,8.906,52.427
Greece,GRC,2007,28440.7625328955,314226996944.108,310686621838.71,26390.0,1957124444.19442,34.0,8.351,52.274
Greece,GRC,2008,31695.8331092209,351121399546.485,345308085597.682,28770.0,5733447473.24928,33.6,7.664,52.328
Greece,GRC,2009,29425.4573200263,326829054686.306,323954053840.086,29490.0,2766296835.47184,33.6,9.546,52.734
Greece,GRC,2010,26653.0488008626,296417644404.034,290552217824.167,27390.0,532926980.500431,34.1,12.719,52.894
Greece,GRC,2011,25504.7866510124,283228079776.041,275151260812.938,24450.0,1092191387.83039,34.8,17.973,52.155
Greece,GRC,2012,21624.346052551,238841140018.233,244054444999.141,23190.0,1662090329.838,36.3,24.731,51.893
Greece,GRC,2013,21573.3449762805,236556279640.705,238898896581.592,22420.0,2945271844.68569,36.1,27.686,51.565
Greece,GRC,2014,21474.7257123892,233911581521.062,236986597189.975,22000.0,2697339246.05447,35.8,26.708,51.23
Greece,GRC,2015,17980.7298238137,194567373678.099,195524237566.206,20170.0,1268938505.86333,36.0,24.981,51.201
Greece,GRC,2016,17919.2426377048,193097239005.87,192207306613.596,18620.0,2698544612.16074,35.0,23.514,51.147
Greece,GRC,2017,18631.9930129293,200381103984.298,198842523409.192,17960.0,3439131879.75517,34.4,21.413,51.022
Greece,GRC,2018,19873.4015238771,213298873494.394,209711639142.139,19100.0,4025447788.57703,32.9,19.179,50.8
Greece,GRC,2019,19335.3602002969,207305649887.019,203407936304.627,19690.0,4999635989.53693,33.1,17.045,50.855
Greece,GRC,2020,17886.733165236,191362985554.861,187724248007.129,17870.0,3303648833.22836,33.6,15.899,50.055
Greece,GRC,2021,20654.7001960815,218303801895.326,213013301589.942,20000.0,6132475888.3553,32.9,14.656,50.33
Greece,GRC,2022,20971.8349258283,218880566444.349,215323644043.481,21970.0,7947989003.13405,,12.426,51.826
Greece,GRC,2023,23400.7278817691,243498333237.802,238668954547.047,22590.0,4722066764.49034,,11.066,51.826
Greenland,GRL,2000,19004.0038435698,1068025016.00862,1043282168.42357,20290.0,,,,
Greenland,GRL,2001,19275.4339659556,1086170703.9816,1057094010.35731,19390.0,,,,
Greenland,GRL,2002,20652.8417042443,1169136716.03557,1138483294.01166,18760.0,,,,
Greenland,GRL,2003,27459.8753295461,1558759823.08169,1389716824.13502,20440.0,,,,
Greenland,GRL,2004,32023.6820516137,1822499769.23938,1599884628.03809,25730.0,,,,
Greenland,GRL,2005,32489.7277309899,1849802648.36391,1662189360.85417,30920.0,,,,
Greenland,GRL,2006,35458.2542977474,2013106929.50031,1657465000.37499,30240.0,,,,
Greenland,GRL,2007,39780.9441368721,2249811295.6608,2042179704.57966,34800.0,,,,
Greenland,GRL,2008,44366.7858688175,2499092314.41875,,,,,,
Greenland,GRL,2009,44918.8413832155,2529963903.22685,,,,,,
Greenland,GRL,2010,43988.5280290494,2503167187.49305,,,,,,
Greenland,GRL,2011,47186.8759969388,2684461375.46585,,,,,,
Greenland,GRL,2012,45936.9562817724,2609678486.36749,,,,,,
Greenland,GRL,2013,47535.4883792376,2684946990.12448,,,,,,
Greenland,GRL,2014,50485.2244135291,2842065708.35962,,,,,,
Greenland,GRL,2015,44536.3549705377,2499113022.81675,,,,,,
Greenland,GRL,2016,48181.7453541266,2707139544.46695,,,,,,
Greenland,GRL,2017,50765.7494665372,2851613679.03433,,,,,,
Greenland,GRL,2018,54545.135857765,3055782146.15957,,,,,,
Greenland,GRL,2019,53309.2035905065,2997309971.87623,,,,,,
Greenland,GRL,2020,54693.0766804265,3082884653.2456,,,,,,
Greenland,GRL,2021,57116.295770722,3235809504.29871,,,,,,
Greenland,GRL,2022,,,,,,,,
Greenland,GRL,2023,,,,,,,,
Hungary,HUN,2000,4624.28165670295,47218405892.4258,44475804736.8481,4620.0,2747712559.81382,,6.563,51.245
Hungary,HUN,2001,5276.03318905496,53749989092.0197,50630432392.3382,4790.0,4058819560.69833,,5.671,51.564
Hungary,HUN,2002,6655.33300865319,67608919144.3684,63764742792.0142,5290.0,3643428379.51995,,5.608,51.839
Hungary,HUN,2003,8419.43087098103,85285062818.0077,80511625377.2179,6630.0,4157510420.33352,,5.79,52.024
Hungary,HUN,2004,10301.7033946743,104120820258.669,97759238415.7896,8650.0,4538099567.15789,29.9,5.832,52.219
Hungary,HUN,2005,11223.3993032598,113211158292.936,106110791276.79,10380.0,27489690204.0215,34.7,7.189,52.332
